kode_kemendagri;kode_pos;kelurahan;kecamatan;kota;provinsi
91.07.08.2006;98925;Wundu;Yamo;Kabupaten Puncak Jaya;Papua
91.07.08.2007;98925;Binime;Yamo;Kabupaten Puncak Jaya;Papua
91.07.08.2008;98925;Tiogeme;Yamo;Kabupaten Puncak Jaya;Papua
91.07.08.2009;98925;Goyage;Yamo;Kabupaten Puncak Jaya;Papua
91.07.08.2010;98925;Kabilimbut;Yamo;Kabupaten Puncak Jaya;Papua
91.07.08.2017;98925;Wolame;Yamo;Kabupaten Puncak Jaya;Papua
91.07.08.2018;98925;Muara;Yamo;Kabupaten Puncak Jaya;Papua
91.07.08.2021;98925;Gibaga;Yamo;Kabupaten Puncak Jaya;Papua
91.07.08.2022;98925;Nami;Yamo;Kabupaten Puncak Jaya;Papua
91.07.08.2023;98925;Linwakwi;Yamo;Kabupaten Puncak Jaya;Papua
91.07.08.2030;98925;Kwatineri;Yamo;Kabupaten Puncak Jaya;Papua
91.07.08.2031;98925;Yileyale;Yamo;Kabupaten Puncak Jaya;Papua
91.07.10.2031;98933;Mepar;Nume;Kabupaten Puncak Jaya;Papua
91.07.10.2034;98933;Anebalui;Nume;Kabupaten Puncak Jaya;Papua
91.07.10.2035;98933;Pagolome;Nume;Kabupaten Puncak Jaya;Papua
91.07.10.2036;98933;Tombok;Nume;Kabupaten Puncak Jaya;Papua
91.07.10.2037;98933;Kering;Nume;Kabupaten Puncak Jaya;Papua
91.07.10.2039;98933;Meyongga;Nume;Kabupaten Puncak Jaya;Papua
91.07.10.2041;98933;Oum;Nume;Kabupaten Puncak Jaya;Papua
91.07.10.2042;98933;Nume;Nume;Kabupaten Puncak Jaya;Papua
91.07.10.2043;98933;Yawor;Nume;Kabupaten Puncak Jaya;Papua
91.07.10.2045;98933;Wurina;Nume;Kabupaten Puncak Jaya;Papua
91.07.10.2046;98933;Woraluk;Nume;Kabupaten Puncak Jaya;Papua
91.07.10.2047;98933;Onendu;Nume;Kabupaten Puncak Jaya;Papua
91.07.10.2048;98933;Akwibaga;Nume;Kabupaten Puncak Jaya;Papua
91.07.11.2001;98926;Gubugani;Torere;Kabupaten Puncak Jaya;Papua
91.07.11.2003;98926;Ambok;Torere;Kabupaten Puncak Jaya;Papua
91.07.11.2004;98926;Awiyam;Torere;Kabupaten Puncak Jaya;Papua
91.07.11.2005;98926;Tubugime;Torere;Kabupaten Puncak Jaya;Papua
91.07.11.2006;98926;Wariru;Torere;Kabupaten Puncak Jaya;Papua
91.07.11.2007;98926;Digi;Torere;Kabupaten Puncak Jaya;Papua
91.07.11.2008;98926;Kikup;Torere;Kabupaten Puncak Jaya;Papua
91.07.11.2009;98926;Gunung Tayok;Torere;Kabupaten Puncak Jaya;Papua
91.07.11.2011;98926;Nambu;Torere;Kabupaten Puncak Jaya;Papua
91.07.11.2012;98926;Asua;Torere;Kabupaten Puncak Jaya;Papua
91.07.11.2013;98926;Degei;Torere;Kabupaten Puncak Jaya;Papua
91.07.11.2014;98926;Sigou;Torere;Kabupaten Puncak Jaya;Papua
91.07.11.2015;98926;Nalu;Torere;Kabupaten Puncak Jaya;Papua
91.07.12.2002;98922;Tinggineri;Tingginambut;Kabupaten Puncak Jaya;Papua
91.07.12.2003;98922;Monia;Tingginambut;Kabupaten Puncak Jaya;Papua
91.07.12.2008;98922;Tingginambut;Tingginambut;Kabupaten Puncak Jaya;Papua
91.07.12.2010;98922;Melekom;Tingginambut;Kabupaten Puncak Jaya;Papua
91.07.12.2018;98922;Gigume;Tingginambut;Kabupaten Puncak Jaya;Papua
91.07.12.2019;98922;Papua;Tingginambut;Kabupaten Puncak Jaya;Papua
91.07.12.2020;98922;Tingginime;Tingginambut;Kabupaten Puncak Jaya;Papua
91.07.12.2021;98922;Tombo;Tingginambut;Kabupaten Puncak Jaya;Papua
91.07.12.2022;98922;Gimanggen;Tingginambut;Kabupaten Puncak Jaya;Papua
91.07.12.2023;98922;Uragi;Tingginambut;Kabupaten Puncak Jaya;Papua
91.07.12.2024;98922;Yamengga;Tingginambut;Kabupaten Puncak Jaya;Papua
91.07.12.2025;98922;Degi;Tingginambut;Kabupaten Puncak Jaya;Papua
91.07.12.2026;98922;Jugumbelawi;Tingginambut;Kabupaten Puncak Jaya;Papua
91.07.12.2027;98922;Paralo;Tingginambut;Kabupaten Puncak Jaya;Papua
91.07.12.2028;98922;Womelagandan;Tingginambut;Kabupaten Puncak Jaya;Papua
91.07.12.2031;98922;Bigirage;Tingginambut;Kabupaten Puncak Jaya;Papua
91.07.12.2032;98922;Lumbuk;Tingginambut;Kabupaten Puncak Jaya;Papua
91.07.12.2033;98922;Inikimaluk;Tingginambut;Kabupaten Puncak Jaya;Papua
91.07.12.2034;98922;Yonggun;Tingginambut;Kabupaten Puncak Jaya;Papua
91.07.12.2035;98922;Gobak;Tingginambut;Kabupaten Puncak Jaya;Papua
91.07.12.2071;98922;Gubupur;Tingginambut;Kabupaten Puncak Jaya;Papua
91.07.12.2072;98922;Berime;Tingginambut;Kabupaten Puncak Jaya;Papua
91.07.17.2001;98916;Pagaleme;Pagaleme;Kabupaten Puncak Jaya;Papua
91.07.17.2002;98916;Muliambut;Pagaleme;Kabupaten Puncak Jaya;Papua
91.07.17.2003;98916;Lunggineri;Pagaleme;Kabupaten Puncak Jaya;Papua
91.07.17.2004;98916;Igimbut;Pagaleme;Kabupaten Puncak Jaya;Papua
91.07.17.2005;98916;Kulok Enggame;Pagaleme;Kabupaten Puncak Jaya;Papua
91.07.18.2001;98911;Yarmukum;Gurage;Kabupaten Puncak Jaya;Papua
91.07.18.2002;98911;Pilia;Gurage;Kabupaten Puncak Jaya;Papua
91.07.18.2003;98911;Yaniruk;Gurage;Kabupaten Puncak Jaya;Papua
91.07.18.2004;98911;Gwenggu;Gurage;Kabupaten Puncak Jaya;Papua
91.07.18.2005;98911;Tukwi;Gurage;Kabupaten Puncak Jaya;Papua
91.07.18.2006;98911;Tiru;Gurage;Kabupaten Puncak Jaya;Papua
91.07.18.2007;98911;Yogorini;Gurage;Kabupaten Puncak Jaya;Papua
91.07.18.2008;98911;Nalime;Gurage;Kabupaten Puncak Jaya;Papua
91.07.18.2009;98911;Urgele;Gurage;Kabupaten Puncak Jaya;Papua
91.07.18.2010;98911;Yagonik;Gurage;Kabupaten Puncak Jaya;Papua
91.07.18.2011;98911;Lulame;Gurage;Kabupaten Puncak Jaya;Papua
91.07.19.2001;98913;Wondenggobak;Irimuli;Kabupaten Puncak Jaya;Papua
91.07.19.2002;98913;Jiginikime;Irimuli;Kabupaten Puncak Jaya;Papua
91.07.19.2003;98913;Puncak Senyum;Irimuli;Kabupaten Puncak Jaya;Papua
91.07.19.2004;98913;Anggutari;Irimuli;Kabupaten Puncak Jaya;Papua
91.07.19.2005;98913;Wunagelo;Irimuli;Kabupaten Puncak Jaya;Papua
91.07.19.2006;98913;Dondo;Irimuli;Kabupaten Puncak Jaya;Papua
91.07.19.2007;98913;Tanoba;Irimuli;Kabupaten Puncak Jaya;Papua
91.07.19.2008;98913;Niruwi;Irimuli;Kabupaten Puncak Jaya;Papua
91.07.19.2009;98913;Yalikambi;Irimuli;Kabupaten Puncak Jaya;Papua
91.07.20.2001;98914;Kulirik;Muara;Kabupaten Puncak Jaya;Papua
91.07.20.2002;98914;Doligobak;Muara;Kabupaten Puncak Jaya;Papua
91.07.20.2003;98914;Yalinggua;Muara;Kabupaten Puncak Jaya;Papua
91.07.20.2004;98914;Talilome;Muara;Kabupaten Puncak Jaya;Papua
91.07.20.2005;98914;Muara;Muara;Kabupaten Puncak Jaya;Papua
91.07.20.2006;98914;Karubate;Muara;Kabupaten Puncak Jaya;Papua
91.07.20.2007;98914;Dologobak;Muara;Kabupaten Puncak Jaya;Papua
91.07.20.2008;98914;Yambidugun;Muara;Kabupaten Puncak Jaya;Papua
91.07.21.2001;98912;Ilamburawi;Ilamburawi;Kabupaten Puncak Jaya;Papua
91.07.21.2002;98912;Berelema;Ilamburawi;Kabupaten Puncak Jaya;Papua
91.07.21.2003;98912;Kalome;Ilamburawi;Kabupaten Puncak Jaya;Papua
91.07.21.2004;98912;Temu;Ilamburawi;Kabupaten Puncak Jaya;Papua
91.07.21.2005;98912;Jigunikime;Ilamburawi;Kabupaten Puncak Jaya;Papua
91.07.22.2001;98917;Mondu;Yambi;Kabupaten Puncak Jaya;Papua
91.07.22.2002;98917;Yambi;Yambi;Kabupaten Puncak Jaya;Papua
91.07.22.2003;98917;Moulo;Yambi;Kabupaten Puncak Jaya;Papua
91.07.22.2004;98917;Tenolok;Yambi;Kabupaten Puncak Jaya;Papua
91.07.22.2005;98917;Ginigom;Yambi;Kabupaten Puncak Jaya;Papua
91.07.22.2006;98917;Dangenpaga;Yambi;Kabupaten Puncak Jaya;Papua
91.07.22.2007;98917;Wonome;Yambi;Kabupaten Puncak Jaya;Papua
91.07.22.2008;98917;Yoboluk;Yambi;Kabupaten Puncak Jaya;Papua
91.07.22.2009;98917;Tirineri;Yambi;Kabupaten Puncak Jaya;Papua
91.07.23.2001;98944;Lumo;Lumo;Kabupaten Puncak Jaya;Papua
91.07.23.2002;98944;Kililumo;Lumo;Kabupaten Puncak Jaya;Papua
91.07.23.2003;98944;Gilibe;Lumo;Kabupaten Puncak Jaya;Papua
91.07.23.2004;98944;Ninggineri;Lumo;Kabupaten Puncak Jaya;Papua
91.07.23.2005;98944;Wurabak;Lumo;Kabupaten Puncak Jaya;Papua
91.07.23.2006;98944;Wuluma;Lumo;Kabupaten Puncak Jaya;Papua
91.07.23.2007;98944;Tigir;Lumo;Kabupaten Puncak Jaya;Papua
91.07.23.2008;98944;Gililome;Lumo;Kabupaten Puncak Jaya;Papua
91.07.23.2009;98944;Wuramburu;Lumo;Kabupaten Puncak Jaya;Papua
91.07.24.2001;98946;Tiolome;Molanikime;Kabupaten Puncak Jaya;Papua
91.07.24.2002;98946;Belabaga;Molanikime;Kabupaten Puncak Jaya;Papua
91.07.24.2003;98946;Mewut;Molanikime;Kabupaten Puncak Jaya;Papua
91.07.24.2004;98946;Maloinggen;Molanikime;Kabupaten Puncak Jaya;Papua
91.07.24.2005;98946;Wanume;Molanikime;Kabupaten Puncak Jaya;Papua
91.07.25.2001;98924;Dokome;Dokome;Kabupaten Puncak Jaya;Papua
91.07.25.2002;98924;Purbalo;Dokome;Kabupaten Puncak Jaya;Papua
91.07.25.2003;98924;Wurage;Dokome;Kabupaten Puncak Jaya;Papua
91.07.25.2004;98924;Nowoneri;Dokome;Kabupaten Puncak Jaya;Papua
91.07.25.2005;98924;Nowome;Dokome;Kabupaten Puncak Jaya;Papua
91.07.25.2006;98924;Imulineri;Dokome;Kabupaten Puncak Jaya;Papua
91.07.25.2007;98924;Molobak;Dokome;Kabupaten Puncak Jaya;Papua
91.07.25.2008;98924;Kimibut;Dokome;Kabupaten Puncak Jaya;Papua
91.07.25.2009;98924;Nungwawi;Dokome;Kabupaten Puncak Jaya;Papua
91.07.26.2001;98921;Kalome;Kalome;Kabupaten Puncak Jaya;Papua
91.07.26.2002;98921;Agape;Kalome;Kabupaten Puncak Jaya;Papua
91.07.26.2003;98921;Cilome;Kalome;Kabupaten Puncak Jaya;Papua
91.07.26.2004;98921;Longgawi;Kalome;Kabupaten Puncak Jaya;Papua
91.07.26.2005;98921;Wundini;Kalome;Kabupaten Puncak Jaya;Papua
91.07.26.2006;98921;Berem;Kalome;Kabupaten Puncak Jaya;Papua
91.07.26.2007;98921;Diraluk;Kalome;Kabupaten Puncak Jaya;Papua
91.07.26.2008;98921;Yanenggawi;Kalome;Kabupaten Puncak Jaya;Papua
91.07.26.2009;98921;Kayogebur;Kalome;Kabupaten Puncak Jaya;Papua
91.07.26.2010;98921;Wurabume;Kalome;Kabupaten Puncak Jaya;Papua
91.07.26.2011;98921;Binggelakme;Kalome;Kabupaten Puncak Jaya;Papua
91.07.26.2012;98921;Torage;Kalome;Kabupaten Puncak Jaya;Papua
91.07.26.2013;98921;Palumagi;Kalome;Kabupaten Puncak Jaya;Papua
91.07.26.2014;98921;Jiramok;Kalome;Kabupaten Puncak Jaya;Papua
91.07.26.2015;98921;Jinggwi;Kalome;Kabupaten Puncak Jaya;Papua
91.07.26.2016;98921;Pilibur;Kalome;Kabupaten Puncak Jaya;Papua
91.07.27.2001;98923;Wonwi;Wanwi;Kabupaten Puncak Jaya;Papua
91.07.27.2002;98923;Nenegame;Wanwi;Kabupaten Puncak Jaya;Papua
91.07.27.2003;98923;Bime;Wanwi;Kabupaten Puncak Jaya;Papua
91.07.27.2004;98923;Anggege;Wanwi;Kabupaten Puncak Jaya;Papua
91.07.27.2005;98923;Pernaluk;Wanwi;Kabupaten Puncak Jaya;Papua
91.07.27.2006;98923;Kiburu;Wanwi;Kabupaten Puncak Jaya;Papua
91.07.27.2007;98923;Nuwi;Wanwi;Kabupaten Puncak Jaya;Papua
91.07.27.2008;98923;Ponggoname;Wanwi;Kabupaten Puncak Jaya;Papua
91.07.27.2009;98923;Gibume;Wanwi;Kabupaten Puncak Jaya;Papua
91.07.27.2010;98923;Naburage;Wanwi;Kabupaten Puncak Jaya;Papua
91.07.27.2011;98923;Yunggwi;Wanwi;Kabupaten Puncak Jaya;Papua
91.07.27.2012;98923;Anggagalo;Wanwi;Kabupaten Puncak Jaya;Papua
91.07.27.2013;98923;Anggalo;Wanwi;Kabupaten Puncak Jaya;Papua
91.07.27.2014;98923;Wiyage;Wanwi;Kabupaten Puncak Jaya;Papua
91.07.27.2015;98923;Piyabigimbut;Wanwi;Kabupaten Puncak Jaya;Papua
91.07.27.2016;98923;Bunaluk;Wanwi;Kabupaten Puncak Jaya;Papua
91.07.27.2017;98923;Gereja Lama;Wanwi;Kabupaten Puncak Jaya;Papua
91.07.28.2001;98937;Amberiambut;Yamoneri;Kabupaten Puncak Jaya;Papua
91.07.28.2002;98937;Kobarak;Yamoneri;Kabupaten Puncak Jaya;Papua
91.07.28.2003;98937;Wugiwagi;Yamoneri;Kabupaten Puncak Jaya;Papua
91.07.28.2004;98937;Yagaluk;Yamoneri;Kabupaten Puncak Jaya;Papua
91.07.28.2005;98937;Moulo;Yamoneri;Kabupaten Puncak Jaya;Papua
91.07.28.2006;98937;Jimbanime;Yamoneri;Kabupaten Puncak Jaya;Papua
91.07.28.2007;98937;Jiguluk;Yamoneri;Kabupaten Puncak Jaya;Papua
91.07.28.2008;98937;Yamoneri;Yamoneri;Kabupaten Puncak Jaya;Papua
91.07.28.2009;98937;Gumawi;Yamoneri;Kabupaten Puncak Jaya;Papua
91.07.28.2010;98937;Digolome;Yamoneri;Kabupaten Puncak Jaya;Papua
91.07.28.2011;98937;Bunume;Yamoneri;Kabupaten Puncak Jaya;Papua
91.07.28.2012;98937;Ngginigum;Yamoneri;Kabupaten Puncak Jaya;Papua
91.07.28.2013;98937;Jembeneri;Yamoneri;Kabupaten Puncak Jaya;Papua
91.07.28.2014;98937;Jigelo;Yamoneri;Kabupaten Puncak Jaya;Papua
91.07.28.2015;98937;Piyapigi;Yamoneri;Kabupaten Puncak Jaya;Papua
91.07.28.2016;98937;Jibonok;Yamoneri;Kabupaten Puncak Jaya;Papua
91.07.29.2001;98936;Anggutare;Waegi;Kabupaten Puncak Jaya;Papua
91.07.29.2002;98936;Agopaga;Waegi;Kabupaten Puncak Jaya;Papua
91.07.29.2003;98936;Lerawera;Waegi;Kabupaten Puncak Jaya;Papua
91.07.29.2004;98936;Nakongwe;Waegi;Kabupaten Puncak Jaya;Papua
91.07.29.2005;98936;Ginilome;Waegi;Kabupaten Puncak Jaya;Papua
91.07.29.2006;98936;Yalibate;Waegi;Kabupaten Puncak Jaya;Papua
91.07.29.2007;98936;Wurunikme;Waegi;Kabupaten Puncak Jaya;Papua
91.07.29.2008;98936;Jimbinggame;Waegi;Kabupaten Puncak Jaya;Papua
91.07.29.2009;98936;Oriluk;Waegi;Kabupaten Puncak Jaya;Papua
91.07.29.2010;98936;Pagargom;Waegi;Kabupaten Puncak Jaya;Papua
91.07.29.2011;98936;Towoluk;Waegi;Kabupaten Puncak Jaya;Papua
91.07.29.2012;98936;Tenolok;Waegi;Kabupaten Puncak Jaya;Papua
91.07.29.2013;98936;Jiogobak;Waegi;Kabupaten Puncak Jaya;Papua
91.07.29.2014;98936;Tirigoi;Waegi;Kabupaten Puncak Jaya;Papua
91.07.29.2015;98936;Mondogoneri;Waegi;Kabupaten Puncak Jaya;Papua
91.07.29.2016;98936;Tenomanggen;Waegi;Kabupaten Puncak Jaya;Papua
91.07.29.2017;98936;Andiron;Waegi;Kabupaten Puncak Jaya;Papua
91.07.29.2018;98936;Ambit-mbit;Waegi;Kabupaten Puncak Jaya;Papua
91.07.29.2019;98936;Aulakme;Waegi;Kabupaten Puncak Jaya;Papua
91.07.30.2001;98932;Nioga;Nioga;Kabupaten Puncak Jaya;Papua
91.07.30.2002;98932;Yonggi;Nioga;Kabupaten Puncak Jaya;Papua
91.07.30.2003;98932;Wonggi;Nioga;Kabupaten Puncak Jaya;Papua
91.07.30.2004;98932;Wambagalo;Nioga;Kabupaten Puncak Jaya;Papua
91.07.30.2005;98932;Jigonikme;Nioga;Kabupaten Puncak Jaya;Papua
91.07.30.2006;98932;Muruwi;Nioga;Kabupaten Puncak Jaya;Papua
91.07.30.2007;98932;Wutime;Nioga;Kabupaten Puncak Jaya;Papua
91.07.30.2008;98932;Gibaga;Nioga;Kabupaten Puncak Jaya;Papua
91.07.30.2009;98932;Papak;Nioga;Kabupaten Puncak Jaya;Papua
91.07.30.2010;98932;Wanduri;Nioga;Kabupaten Puncak Jaya;Papua
91.07.30.2011;98932;Walom;Nioga;Kabupaten Puncak Jaya;Papua
91.07.31.2001;98931;Gubume;Gubume;Kabupaten Puncak Jaya;Papua
91.07.31.2002;98931;Milineri;Gubume;Kabupaten Puncak Jaya;Papua
91.07.31.2003;98931;Melela;Gubume;Kabupaten Puncak Jaya;Papua
91.07.31.2004;98931;Kenendaga;Gubume;Kabupaten Puncak Jaya;Papua
91.07.31.2005;98931;Apelome;Gubume;Kabupaten Puncak Jaya;Papua
91.07.31.2006;98931;Kumigi;Gubume;Kabupaten Puncak Jaya;Papua
91.07.31.2007;98931;Noba Noba;Gubume;Kabupaten Puncak Jaya;Papua
91.07.31.2008;98931;Nogi;Gubume;Kabupaten Puncak Jaya;Papua
91.07.31.2009;98931;Gubuneri;Gubume;Kabupaten Puncak Jaya;Papua
91.07.31.2010;98931;Liguni;Gubume;Kabupaten Puncak Jaya;Papua
91.07.31.2011;98931;Mondu;Gubume;Kabupaten Puncak Jaya;Papua
91.07.31.2012;98931;Jinggi;Gubume;Kabupaten Puncak Jaya;Papua
91.07.31.2013;98931;Ginilume;Gubume;Kabupaten Puncak Jaya;Papua
91.07.31.2014;98931;Wunggani;Gubume;Kabupaten Puncak Jaya;Papua
91.07.31.2015;98931;Menggegenikime;Gubume;Kabupaten Puncak Jaya;Papua
91.07.31.2016;98931;Tinggirege;Gubume;Kabupaten Puncak Jaya;Papua
91.07.31.2017;98931;Timoramo;Gubume;Kabupaten Puncak Jaya;Papua
91.07.32.2001;98934;Guna;Taganombak;Kabupaten Puncak Jaya;Papua
91.07.32.2002;98934;Mandura;Taganombak;Kabupaten Puncak Jaya;Papua
91.07.32.2003;98934;Lugubago;Taganombak;Kabupaten Puncak Jaya;Papua
91.07.32.2004;98934;Andugir;Taganombak;Kabupaten Puncak Jaya;Papua
91.07.32.2005;98934;Muara Miguni;Taganombak;Kabupaten Puncak Jaya;Papua
91.07.32.2006;98934;Abili;Taganombak;Kabupaten Puncak Jaya;Papua
91.07.32.2007;98934;Pereya;Taganombak;Kabupaten Puncak Jaya;Papua
91.07.32.2008;98934;Ginimanggen;Taganombak;Kabupaten Puncak Jaya;Papua
91.07.32.2009;98934;Laworege;Taganombak;Kabupaten Puncak Jaya;Papua
91.07.32.2010;98934;Wumbiri;Taganombak;Kabupaten Puncak Jaya;Papua
91.07.33.2001;98941;Dagai;Dagai;Kabupaten Puncak Jaya;Papua
91.07.33.2002;98941;Dagai Dua;Dagai;Kabupaten Puncak Jaya;Papua
91.07.33.2003;98941;Deide;Dagai;Kabupaten Puncak Jaya;Papua
91.07.33.2004;98941;Farride;Dagai;Kabupaten Puncak Jaya;Papua
91.07.33.2005;98941;Soi;Dagai;Kabupaten Puncak Jaya;Papua
91.07.33.2006;98941;Mbomban;Dagai;Kabupaten Puncak Jaya;Papua
91.07.33.2007;98941;Yeihineri;Dagai;Kabupaten Puncak Jaya;Papua
91.07.33.2008;98941;Mandara Lani;Dagai;Kabupaten Puncak Jaya;Papua
91.07.33.2009;98941;Debite;Dagai;Kabupaten Puncak Jaya;Papua
91.07.33.2010;98941;Gueri;Dagai;Kabupaten Puncak Jaya;Papua
91.07.34.2001;98943;Kiyage;Kiyage;Kabupaten Puncak Jaya;Papua
91.07.34.2002;98943;Wanggiba;Kiyage;Kabupaten Puncak Jaya;Papua
91.07.34.2003;98943;Amuringgik;Kiyage;Kabupaten Puncak Jaya;Papua
91.07.34.2004;98943;Tenggabanggwi;Kiyage;Kabupaten Puncak Jaya;Papua
91.07.34.2005;98943;Tumbiwolu;Kiyage;Kabupaten Puncak Jaya;Papua
91.07.34.2006;98943;Kelandu;Kiyage;Kabupaten Puncak Jaya;Papua
91.07.34.2007;98943;Ambo;Kiyage;Kabupaten Puncak Jaya;Papua
91.07.34.2008;98943;Atoli;Kiyage;Kabupaten Puncak Jaya;Papua
91.08.01.1003;98714;Enarotali;Paniai Timur;Kabupaten Paniai;Papua
91.08.01.1023;98713;Timida;Paniai Timur;Kabupaten Paniai;Papua
91.08.01.2004;98714;Madi;Paniai Timur;Kabupaten Paniai;Papua
91.08.01.2013;98711;Aikai;Paniai Timur;Kabupaten Paniai;Papua
91.08.01.2014;98711;Ipakiye;Paniai Timur;Kabupaten Paniai;Papua
91.08.01.2016;98711;Papato;Paniai Timur;Kabupaten Paniai;Papua
91.08.01.2024;98712;Kopo;Paniai Timur;Kabupaten Paniai;Papua
91.08.01.2025;98711;Wage;Paniai Timur;Kabupaten Paniai;Papua
91.08.01.2030;98711;Kagupago;Paniai Timur;Kabupaten Paniai;Papua
91.08.01.2033;98714;Oyaigo;Paniai Timur;Kabupaten Paniai;Papua
91.08.01.2034;98713;Kogekotu;Paniai Timur;Kabupaten Paniai;Papua
91.08.01.2039;98713;Awabutu;Paniai Timur;Kabupaten Paniai;Papua
91.08.01.2046;98711;Geko;Paniai Timur;Kabupaten Paniai;Papua
91.08.01.2047;98714;Mugimeketago;Paniai Timur;Kabupaten Paniai;Papua
91.08.01.2048;98713;Tuamakida;Paniai Timur;Kabupaten Paniai;Papua
91.08.01.2050;98711;Geibu;Paniai Timur;Kabupaten Paniai;Papua
91.08.01.2056;98714;Pudotadi;Paniai Timur;Kabupaten Paniai;Papua
91.08.01.2057;98713;Kogetoku;Paniai Timur;Kabupaten Paniai;Papua
91.08.01.2059;98714;Iyaitaka;Paniai Timur;Kabupaten Paniai;Papua
91.08.01.2063;98714;Ugibutu;Paniai Timur;Kabupaten Paniai;Papua
91.08.01.2064;98712;Woeyubutu;Paniai Timur;Kabupaten Paniai;Papua
91.08.01.2070;98713;Amougibutu;Paniai Timur;Kabupaten Paniai;Papua
91.08.01.2078;98714;Dapaiba;Paniai Timur;Kabupaten Paniai;Papua
91.08.01.2079;98711;Yukekebo;Paniai Timur;Kabupaten Paniai;Papua
91.08.01.2080;98711;Agumaida;Paniai Timur;Kabupaten Paniai;Papua
91.08.01.2082;98714;Yagiyo Butu;Paniai Timur;Kabupaten Paniai;Papua
91.08.02.1001;98723;Obano;Paniai Barat;Kabupaten Paniai;Papua
91.08.02.2002;98723;Kegouda;Paniai Barat;Kabupaten Paniai;Papua
91.08.02.2021;98723;Totiyo;Paniai Barat;Kabupaten Paniai;Papua
91.08.02.2023;98723;Beko;Paniai Barat;Kabupaten Paniai;Papua
91.08.02.2027;98723;Tipakotu;Paniai Barat;Kabupaten Paniai;Papua
91.08.02.2039;98723;Epo Obano;Paniai Barat;Kabupaten Paniai;Papua
91.08.02.2041;98723;Tuwauwa;Paniai Barat;Kabupaten Paniai;Papua
91.08.02.2042;98723;Wiyogei;Paniai Barat;Kabupaten Paniai;Papua
91.08.02.2043;98723;Ekinauwo;Paniai Barat;Kabupaten Paniai;Papua
91.08.02.2044;98723;Kigodide;Paniai Barat;Kabupaten Paniai;Papua
91.08.02.2045;98723;Putakogopa;Paniai Barat;Kabupaten Paniai;Papua
91.08.02.2050;98723;Woukotopa;Paniai Barat;Kabupaten Paniai;Papua
91.08.02.2058;98723;Digiugii;Paniai Barat;Kabupaten Paniai;Papua
91.08.04.2004;98731;Toyaimoti;Aradide;Kabupaten Paniai;Papua
91.08.04.2005;98731;Agapo;Aradide;Kabupaten Paniai;Papua
91.08.04.2007;98731;Abatadi;Aradide;Kabupaten Paniai;Papua
91.08.04.2009;98731;Dauwagu;Aradide;Kabupaten Paniai;Papua
91.08.04.2014;98731;Baguwo;Aradide;Kabupaten Paniai;Papua
91.08.04.2015;98731;Makidini;Aradide;Kabupaten Paniai;Papua
91.08.04.2034;98731;Tagiya;Aradide;Kabupaten Paniai;Papua
91.08.04.2036;98731;Emai;Aradide;Kabupaten Paniai;Papua
91.08.04.2038;98731;Dinubutu;Aradide;Kabupaten Paniai;Papua
91.08.04.2039;98731;Bodatadi;Aradide;Kabupaten Paniai;Papua
91.08.04.2040;98731;Ibouwagu;Aradide;Kabupaten Paniai;Papua
91.08.04.2041;98731;Ganeyetaka;Aradide;Kabupaten Paniai;Papua
91.08.04.2044;98731;Duwadide;Aradide;Kabupaten Paniai;Papua
91.08.07.2001;98736;Bogobaida;Bogabaida;Kabupaten Paniai;Papua
91.08.07.2002;98736;Nawipauwo;Bogabaida;Kabupaten Paniai;Papua
91.08.07.2013;98736;Madou;Bogabaida;Kabupaten Paniai;Papua
91.08.07.2016;98736;Jibudide Ii;Bogabaida;Kabupaten Paniai;Papua
91.08.07.2017;98736;Yamauwo;Bogabaida;Kabupaten Paniai;Papua
91.08.07.2024;98736;Kagoudide;Bogabaida;Kabupaten Paniai;Papua
91.08.07.2025;98736;Eyapouda;Bogabaida;Kabupaten Paniai;Papua
91.08.07.2026;98736;Miyokepi;Bogabaida;Kabupaten Paniai;Papua
91.08.07.2027;98736;Obaya Dimi;Bogabaida;Kabupaten Paniai;Papua
91.08.09.1001;98741;Bibida;Bibida;Kabupaten Paniai;Papua
91.08.09.2002;98741;Ugidimi;Bibida;Kabupaten Paniai;Papua
91.08.09.2017;98741;Odiyai;Bibida;Kabupaten Paniai;Papua
91.08.09.2018;98741;Tuwaktu;Bibida;Kabupaten Paniai;Papua
91.08.09.2019;98741;Kugaisiga;Bibida;Kabupaten Paniai;Papua
91.08.09.2020;98741;Kolaitaka;Bibida;Kabupaten Paniai;Papua
91.08.09.2021;98741;Dama Dama;Bibida;Kabupaten Paniai;Papua
91.08.12.2001;98743;Duma;Dumadama;Kabupaten Paniai;Papua
91.08.12.2003;98743;Bomosiga;Dumadama;Kabupaten Paniai;Papua
91.08.12.2004;98743;Japesigaiwaka;Dumadama;Kabupaten Paniai;Papua
91.08.12.2005;98743;Waitapa;Dumadama;Kabupaten Paniai;Papua
91.08.12.2009;98743;Dama Ii;Dumadama;Kabupaten Paniai;Papua
91.08.13.2001;98724;Tadia /Ayaikebo;Siriwo;Kabupaten Paniai;Papua
91.08.13.2002;98724;Dadou/siriwo;Siriwo;Kabupaten Paniai;Papua
91.08.13.2003;98724;Bua/ikotu;Siriwo;Kabupaten Paniai;Papua
91.08.13.2004;98724;Kepi;Siriwo;Kabupaten Paniai;Papua
91.08.13.2005;98724;Wageme;Siriwo;Kabupaten Paniai;Papua
